species_work,priority,plant_growth_form,life_history,woodiness,fruit_type,fruit_fleshiness,fruit_fleshiness_source,fruit_colour,growth_substrate,plant_height,seed_dry_mass,leaf_mass_per_area,leaf_length,leaf_width,leaf_area,leaf_N_per_dry_mass,seed_length,seed_width,fruit_length,fruit_width,wood_density
Dodonaea viscosa,priority,shrub tree,perennial,woody,capsule samara,dry,AusTraits consensus,,,5,5.9,154,46.1,6.15,133,16.4,3.22,1.86,15.1,18.3,0.864
Drynaria rigidula,,fern,perennial,herbaceous,,,,,epiphyte,,,,100,11,,,,,,,
Drynaria sparsisora,,fern,perennial,herbaceous,,,,,,0.7,,,323,117,,,,,,,
Drypetes deplanchei,priority,tree,perennial,woody,drupe,fleshy,AusTraits consensus,orange red yellow,,10,91.2,98.8,55,28.7,1780,16.9,12.6,6.93,14.3,9.38,0.75
Einadia hastata,priority,herb,perennial,semi-woody,berry nutlet,fleshy,AusTraits consensus,black,,2,0.635,67.4,11.7,8.66,148,61,1.41,1.5,2.45,2.45,
Elaeodendron melanocarpum,,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,black,,15,289,,84.4,43.8,,,17.3,14.1,18,17.3,
Eleocharis equisetina,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,brown yellow,,1,,,,,,,,,2,1.69,
Eleocharis geniculata,,graminoid,annual perennial,herbaceous,nut,dry,Inferred from fruit type,black,,0.4,0.12,91.75915588336244,,,,,,,0.949,0.693,
Enneapogon lindleyanus,,graminoid,annual perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,0.66,0.292,,,2.27,,,1.33,,1.61,,
Enneapogon robustissimus,,graminoid,annual perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1.07,0.44,,,3.16,,,1.44,,1.3,,
Enteropogon unispiceus,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,0.5,0.25,,51,0.866,39,,,,,,
Entolasia stricta,priority,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1.5,1.3,116,39.8,2.13,75,,,,,,
Sphaeromorphaea australis,,herb,perennial,herbaceous,achene,dry,Inferred from fruit type,brown white yellow,,0.3,0.0316,83.7,42.2,9.69,,31,,,0.968,,
Eragrostis brownii,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,brown red,,0.6,0.106,111,129,1.63,268,,2.25,1,0.662,,
Eragrostis curvula,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1.2,0.072,294,228,1.73,240,12.5,,,0.866,,
Eragrostis interrupta,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1.5,0.121,,350,3.5,840,,0.6,,0.693,,
Eragrostis sororia,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,0.7,0.0572,165,,2.06,,16.3,,,0.49,,
Eragrostis spartinoides,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,0.85,0.0584,,,1.73,,,,,0.6,,
Eremochloa bimaculata,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,0.8,,,77.5,3.16,178,,,,,,
Eriachne pallescens,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1.05,0.511,,94.9,1.87,155,,2.37,,2.42,,
Eriachne rara,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,0.75,,,89.4,2.25,144,,2.32,,2.32,,
Eriochloa procera,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1.2,,,89.4,2.99,630,,,,,,
Eucalyptus camaldulensis,,tree,perennial,woody,capsule caryopsis,dry,AusTraits consensus,,,20,0.559,193,145,17.3,1390,12.4,1.11,,7.15,6.46,0.641
Eucalyptus crebra,,tree,perennial,woody,capsule,dry,AusTraits consensus,,,35,0.913,143,101,13.3,1150,11.9,1.26,1,4.83,4.69,0.754
Eucalyptus exserta,,tree,perennial,woody,capsule,dry,Inferred from fruit type,,,25,2.6,208,116,11.2,1120,11.9,1.1,,6.32,6,0.87
Eucalyptus fibrosa,,tree,perennial,woody,capsule,dry,Inferred from fruit type,,,35,0.386,239,136,27.2,3070,10.5,1.7,,7.62,6.74,0.798
Eucalyptus moluccana,,tree,perennial,woody,capsule,dry,Inferred from fruit type,,,30,0.837,211,108,27.4,3400,13.4,1.41,,6.71,4.9,0.948
Eucalyptus platyphylla,,tree,perennial,woody,capsule,dry,Inferred from fruit type,,,35,3.79,85.1,98.9,65.9,6970,13.6,1.73,,5.48,7.94,0.708
Eucalyptus acmenoides,,tree,perennial,woody,capsule,dry,Inferred from fruit type,,,45,1.17,180,101,19.6,1700,9.9,1.56,1.06,5.66,5.29,0.761
Eucalyptus tereticornis,,tree,perennial,woody,capsule,dry,AusTraits consensus,,,50,0.392,200,133,19.7,2640,14.6,1.21,1,5.22,5.66,0.696
Euroschinus falcata,,tree,perennial,woody,drupe,fleshy,AusTraits consensus,black purple,,30,15,82.7,59.2,23.8,3270,21.8,4.47,1.73,7.71,7.94,0.421
Eustrephus latifolius,priority,climber_herbaceous,perennial,semi-woody,capsule,dry fleshy,AusTraits consensus,orange yellow,,10,25.1,46.7,25.4,14.2,1030,21.8,4.56,2.18,14.1,14.1,
Evolvulus alsinoides,,herb,perennial,semi-woody,capsule,dry,Inferred from fruit type,,,0.5,0.895,,11.8,3.33,410,12,,,3.24,3.18,
Evolvulus nuttallianus,,herb,perennial,herbaceous,,,,,,0.2,4.98185779382348,,,,,,,,,,
Excoecaria agallocha,,shrub tree,perennial,woody,capsule,dry,AusTraits consensus,,,20,41.3,130.05164530118213,60.2,32.8,,,5,3.46,6.88,7.48,0.396
Exocarpos latifolius,,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,red,,10,219,154,46.7,29.3,1050,14,6.44,4.47,7.21,,0.666
Ficus benjamina,,tree,perennial,woody,syconium,fleshy,AusTraits consensus,black pink purple red,hemiepiphyte lithophyte,15,0.591,73.0305332776796,68.7,29.5,4320,,1,1,9.8,9.8,0.533
Ficus congesta,,tree,perennial,woody,pyrene syconium,fleshy,AusTraits consensus,,,15,0.327,,160,78.9,21000,,1,1,18.8,21.1,0.469
Ficus hispida,,shrub tree,perennial,woody,syconium,fleshy,AusTraits consensus,brown cream green yellow,,18,0.458,70.34693543391316,201,91.8,42000,,1,1,21.2,25.1,0.519
Ficus obliqua,priority,tree,perennial,woody,syconium,fleshy,AusTraits consensus,orange red,,50,0.44,125,61.4,25.4,2150,19.3,1,1,7.46,7.46,0.515
Ficus opposita,priority,tree,perennial,woody,syconium,fleshy,AusTraits consensus,,,8,0.872,126,76,42.6,4410,12.9,1,1,14.1,14.1,0.44
Ficus rubiginosa,priority,tree,perennial,woody,syconium,fleshy,AusTraits consensus,red,,50,0.549,111,94.4,47.2,3270,,1,1,12.6,12.6,
Ficus virens,,tree,perennial,woody,syconium,fleshy,AusTraits consensus,black brown pink purple white,epiphyte hemiepiphyte lithophyte terrestrial,30,0.25,47.6,94.2,48.2,5930,,1,1,12.2,11.8,0.342
Fimbristylis acicularis,,graminoid,annual,herbaceous,nut,dry,Inferred from fruit type,white,,0.25,0.234,,,,,,,,0.938,0.735,
Fimbristylis cinnamometorum,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,brown yellow,,0.6,0.161,,,0.387,,,,,0.794,0.529,
Fimbristylis dichotoma,,graminoid,perennial,herbaceous,nut,fleshy,AusTraits consensus,brown white yellow,,0.75,0.375,162,,2.74,,12.3,,,0.995,0.795,
Fimbristylis ferruginea,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,brown,,1.5,0.411,,44.7,0.866,,,,,1.14,0.886,
Fimbristylis microcarya,,graminoid,annual,herbaceous,nut,dry,Inferred from fruit type,white,,0.4,0.0431,,,,,,,,0.52,0.387,
Fimbristylis nutans,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,white,,0.65,0.543,,,,,,,,1.34,1.12,
Fimbristylis polytrichoides,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,black brown grey,,0.3,,,,,,,,,0.966,0.589,
Flemingia parviflora,,herb,perennial,semi-woody,legume,dry,Inferred from fruit type,black,,0.5,10.4,,63.2,33.5,,16.2,2.5,2.5,13,5.29,
Gahnia aspera,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,brown red,,0.65,24.4,622,,3.3,1240,,8.23,3.37,5.2,3.16,
Gahnia sieberiana,,graminoid,perennial,herbaceous,nut,dry,AusTraits consensus,orange red,,2.5,4.55,232,,,2170,5.62,4,2.5,3.16,1.73,
Geitonoplesium cymosum,priority,climber_herbaceous,perennial,herbaceous,berry,fleshy,AusTraits consensus,black,,10,7.35,29.3,48.8,7.81,525,,4.29,2.18,12.9,12.4,0.417
Geodorum densiflorum,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,terrestrial,0.3,7.040000000000002e-4,32.36833462457492,260,62.6,,,,,,,
Glochidion lobocarpum,,tree,perennial,woody,capsule,dry,AusTraits consensus,,,9,,101,44.7,24.5,715,,4.47,2.45,3.87,8.49,
Glochidion sumatranum,,tree,perennial,woody,capsule,dry fleshy,AusTraits consensus,green pink yellow,,25,4.3,81.6,89.3,38.7,4580,20,3,2,4,7.38,0.597
Glossocardia bidens,,herb,perennial,herbaceous,achene,dry,Inferred from fruit type,brown,,0.4,0.966,,29.4,18,,,,,6.67,1,
Glycine tabacina,priority,climber_herbaceous,perennial,herbaceous,legume,dry,AusTraits consensus,,,0.3,6.29,60.8,15.5,7.28,4050,,2.34,2.41,20.9,3.67,
Glycine tomentella,,climber_herbaceous,perennial,herbaceous,legume,dry,Inferred from fruit type,brown,,,4.94,,30,15.5,,34.2,2.32,2.32,16.6,2.58,
Grevillea banksii,,shrub tree,perennial,woody,follicle,dry,AusTraits consensus,,,10,33.5,166,155,,6780,,12.2,6.54,19.4,,0.51
Hardenbergia violacea,priority,climber_herbaceous,perennial,semi-woody,capsule legume,dry,AusTraits consensus,brown,,2.5,24.8,113,59.3,22.4,877,19.6,4.62,2.53,13.7,7.75,0.588
Heliotropium pauciflorum,,herb,annual,herbaceous,,,,,,,,,,,,,,,,,
Heteropogon contortus,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1,1.91,58.26617388819411,94.9,3.91,495,8.04,,,,,
Hibbertia scandens,priority,climber_woody,perennial,woody,capsule follicle,dry fleshy,AusTraits consensus,,,22,7.54,67,53,23.5,1300,16.5,3.27,2.92,,37.4,0.331
Hibbertia stricta,,shrub,perennial,woody,follicle,dry,Inferred from fruit type,,,1.3,10.182857100000001,173,5.66,1.19,10.7,,,,,,
Hibbertia vestita,,shrub,perennial,woody,follicle,dry,Inferred from fruit type,,,0.3,1.24,94.9,5.23,1.41,8.15,16.1,,,,,0.823
Hibiscus tiliaceus,priority,shrub tree,perennial,woody,capsule,dry,AusTraits consensus,,,10,12.1,,113,102,50400,,4.44,2.82,20.4,18.2,0.439
Hoya australis,,climber_herbaceous,perennial,semi-woody,follicle,dry,AusTraits consensus,,,6,3.11,76.9,57.4,35.2,4510,,4.06,1.57,110,4.9,0.548
Afrohybanthus enneaspermus,,herb,perennial,semi-woody,capsule,dry,AusTraits consensus,,,0.5,1.33,,26.4,2.09,,,2.18,1.22,6,,
Afrohybanthus stellarioides,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,0.3,0.748,,29.6,4,,,,,6.42,,
Imperata cylindrica,priority,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1.5,0.137,186,245,5.25,2500,9.8,6,0.8,1.14,,
Indigofera pratensis,,shrub,perennial,woody,legume,dry,Inferred from fruit type,,,0.5,5.8,,,,,,,,,,
Ipomoea pes-caprae,priority,herb,perennial,herbaceous,capsule,dry,AusTraits consensus,,,,97.9,,67.4,63.7,,,8.49,,15.2,15.2,
Jacksonia scoparia,,shrub tree,perennial,woody,legume,dry,Inferred from fruit type,,,3,3.74,199,,,209,21,,,8.49,,0.653
Jagera pseudorhus,,tree,perennial,woody,capsule,dry,AusTraits consensus,,,18,35.9,56.4,38.5,11.4,7150,,7.48,3.46,17,14.2,0.645
Jasminum didymum,,climber_woody,perennial,woody,berry drupe,fleshy,new flora data,black purple,,15,54.3,86.4,47.4,7.02,222,,5.77,4.36,8.92,8.71,0.531
Jasminum simplicifolium,,climber_woody,perennial,woody,berry,fleshy,AusTraits consensus,,,2,79.3,65.3,48.8,22.8,3630,,6,6,10.4,10.4,
Juncus continuus,,graminoid,perennial,herbaceous,capsule,dry,Inferred from fruit type,brown yellow,,1.15,0.00836,,,,,,0.41,0.19,2.2,,
Juncus kraussii,priority,graminoid,perennial,herbaceous,capsule,dry,AusTraits consensus,black brown red yellow,,1.2,0.0493,,,,2360,,0.752,0.4,2.65,,
Juncus polyanthemus,,graminoid,perennial,herbaceous,capsule,dry,Inferred from fruit type,brown yellow,,1.5,,,,,,,,,,,
Leersia hexandra,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,aquatic semiaquatic,1.5,0.918,46.21789916230638,102,6.26,702,,,,,,
Lepidosperma laterale,,graminoid,perennial,herbaceous,nut,dry,AusTraits consensus,brown,,1,3.05,270,,5.02,1430,4.95,2.9,2.2,3.16,1.61,
Dinebra decipiens,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1.5,,,64.9,3.16,238,,,,,,
Leptospermum neglectum,,shrub,perennial,woody,capsule,dry,Inferred from fruit type,,,2,0.151,,,,,,,,,,
Lepturus repens,priority,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,0.6,,,94.9,4.11,594,,,,,,
Leucopogon leptospermoides,,shrub,perennial,woody,drupe,fleshy,Inferred from fruit type,,,1,,131,10.1,1.82,19.7,,,,3.63,,0.561
Limonium solanderi,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.3,,,,,,,,,,,
Lindsaea ensifolia,,fern,perennial,herbaceous,,,,,,0.8,,55.28590431829454,260,,,,,,,,
Lithomyrtus obtusa,,shrub,perennial,woody,berry,fleshy,AusTraits consensus,,,2.5,,,26,6.71,,,4.9,2.45,7.07,3.87,
Livistona decora,,palmoid,perennial,semi-woody,drupe,fleshy,AusTraits consensus,black,,10,556,,1490,,,,10,10,14.3,14.3,
Lobelia membranacea,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.09,,,3.46,1.22,,,,,2.12,2.12,
Lomandra confertifolia,,graminoid,perennial,herbaceous,capsule,dry,AusTraits consensus,,,0.5,17.5,590,256,1.01,151,,,,,,
Lomandra filiformis,,graminoid,perennial,herbaceous,capsule,dry,AusTraits consensus,,,0.54,7.02,170,206,1.92,341,,,,,,
Lomandra leucocephala,,graminoid,perennial,herbaceous,capsule,dry,AusTraits consensus,white,,1,9.66,332,378,2,,,,,6.48,,
Lomandra longifolia,priority,graminoid,perennial,herbaceous,capsule,dry,AusTraits consensus,,,1,10.8,274,707,5.11,2400,13.5,3.61,1.57,5,,
Lomandra multiflora,,graminoid,perennial,herbaceous,capsule,dry,AusTraits consensus,black,,0.9,7.49,578,438,2.7,1150,8.58,,,,,
Lophostemon confertus,,tree,perennial,woody,capsule,dry,AusTraits consensus,,,40,1.81,111,118,36,6940,12.8,2.38,1.1,8.94,10.4,0.63
Lophostemon suaveolens,,tree,perennial,woody,capsule,dry fleshy,AusTraits consensus,,,30,0.335,127,106,42.5,4120,12.9,1.91,1.41,6.32,6.32,0.598
Ludwigia octovalvis,,herb,annual perennial,semi-woody,capsule,dry,AusTraits consensus,brown,,4,0.0801,47.854989157069774,55.2,4.93,3600,15,0.857,0.735,31.2,4.08,
Lumnitzera racemosa,,shrub tree,perennial,woody,drupe mericarp nut,dry fleshy,AusTraits consensus,,,10,177,91.65902841429882,42,15.8,,,5.92,2.45,11.6,3.66,
Lygodium microphyllum,,fern,perennial,herbaceous,,,,,,15,,40.88079659184469,33.8,15.3,,,,,,,
Lysiana maritima,,shrub,perennial,woody,berry,fleshy,AusTraits consensus,,epiphyte,,,,28.3,16.2,,,,,8.94,,
Macaranga tanarius,,shrub tree,perennial,woody,capsule,dry,AusTraits consensus,green yellow,,28,23.6,65.9,159,139,44900,20.4,4.47,4.47,6.48,8.83,0.438
Macarthuria neocambrica,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.2,,,13,4.95,,,1.5,,1.94,1.94,
Mallotus discolor,,shrub tree,perennial,woody,capsule,dry,AusTraits consensus,orange,,30,10.6,,63.2,31.6,,,3.46,2.45,6.32,7.75,0.606
Leichhardtia brevis,,climber_herbaceous,perennial,herbaceous,follicle,dry,Inferred from fruit type,,,,,,130,20,,,,,62.4,,
Melaleuca dealbata,,tree,perennial,woody,capsule,dry,AusTraits consensus,,,20,0.124,,78.3,18.6,,,1,1,3.25,3.44,
Melaleuca nervosa,,shrub tree,perennial,woody,capsule,dry,Inferred from fruit type,,,10,0.0917,154,67.7,15.3,753,8.93,,,3.74,3.74,0.622
Melaleuca quinquenervia,,tree,perennial,woody,capsule,dry,AusTraits consensus,,,15,0.114,51.9,50.1,13.7,,13.3,1,1,,3.94,0.685
Melaleuca viridiflora,,shrub tree,perennial,woody,capsule,dry,AusTraits consensus,,,20,0.171,216,121,31.1,2340,10.4,1,1,4.24,4.86,0.584
Microsorum grossum,,fern,perennial,herbaceous,,,,,lithophyte terrestrial,,,,632,,,,,,,,
Microsorum punctatum,priority,fern,perennial,herbaceous,,,,,,0.6,,37.539999999484195,552,54.5,,,,,,,
Mitrasacme pygmaea,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,0.2,,,7.25,3.44,,,,,2.45,,
Mucuna gigantea,,climber_woody,perennial,woody,legume,dry,AusTraits consensus,black brown,aquatic,42,3750,19.9,105,45,5860,46,22,17.4,105,40.4,0.291
Murdannia graminea,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.8,2.33,,122,4.69,,,2.21,1.67,7.75,,
Myoporum acuminatum,priority,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,black purple red,,4,17,104,83,15.9,,22,2.4,1.3,5.75,5.33,
Neptunia gracilis,,herb,perennial,semi-woody,legume,dry,AusTraits consensus,,,,10.6,,6.1,1.51,,,4.14,3.24,20.3,7.49,
Oplismenus hirtellus,priority,graminoid,annual perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,0.5,0.936,49.4,32.8,5.41,112,42.9,,,,,
Osbornia octodonta,,shrub tree,perennial,woody,berry,fleshy,AusTraits consensus,,,5,,207,35.6,15.6,307,,5.6,2,8.37,5,
Ottochloa gracillima,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,0.6,0.271,,31.6,3.12,140,,,,,,
Ottochloa nodosa,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,2,0.616,,54.8,6.32,709,,,,,,
Oxalis radicosa,,herb,perennial,semi-woody,capsule,dry,AusTraits consensus,,,0.35,,,4.53,5.92,,,1.49,,12.5,2.45,
Ozothamnus cassinioides,,shrub,perennial,woody,achene nut,dry,AusTraits consensus,,,3,,,16.4,1.65,,,0.5,0.5,0.5,,
Pandanus tectorius,priority,palmoid,perennial,woody,drupe multiple_fruit,fleshy,Inferred from fruit type,,,12,,95.75792396820836,794,70,,,17.3,,44,31.3,
Pandorea pandorana,,climber_woody,perennial,woody,capsule,dry,AusTraits consensus,,,6,4.25,34.4,38.5,10.6,538,22.5,11,10.6,54.3,14.5,
Panicum effusum,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1,0.539,87.5,103,3.64,491,10.8,,,,,
Parsonsia plaesiophylla,,climber_woody,perennial,semi-woody,capsule,dry,AusTraits consensus,,,,,,70.7,29.2,,,7.48,2.45,89,15.1,
Paspalidium distans,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,0.8,0.374,,110,3.57,344,,,,,,
Paspalidium gausum,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,0.8,0.985,,130,4.24,512,,,,,,
Paspalidium gracile,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,0.9,,,99,1.93,158,,,,,,
Digitaria longiflora,,graminoid,annual perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,0.6,0.413,36.922610606572974,57,2.51,139,,,,,,
Paspalum scrobiculatum,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1.5,2.3,,168,5.22,1220,,,,,,
Paspalum vaginatum,priority,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,semiaquatic,0.6,0.63,,86.1,2.14,331,,,,,,
Vittadinia diffusa,,herb,perennial,herbaceous,achene,dry,Inferred from fruit type,,,,,,,,,,,,,,
Petalostigma pubescens,,shrub tree,perennial,woody,capsule drupe,dry fleshy,AusTraits consensus,orange yellow,,7,25.9,121,34.3,18,704,11.2,9.05,3.46,17.8,16.5,0.733
Phragmites australis,priority,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,aquatic semiaquatic,6,0.11,105,341,20.3,3010,,13,4,1.4,,
Phyllanthus fuernrohrii,,shrub,perennial,woody,capsule,dry,Inferred from fruit type,brown grey,,0.4,1.67,,9.56,4.36,,,1.94,,,4.36,
Phyllanthus virgatus,,herb,perennial,semi-woody,capsule,dry,AusTraits consensus,brown grey,,0.5,,30.67484662576688,10.7,3.44,,,1.73,,2,2.71,
Pipturus argenteus,priority,shrub tree,perennial,woody,achene nut,dry fleshy,AusTraits consensus,white,,10,0.294,76.33587786259544,90.9,38.5,8670,,0.7,0.7,4.9,4.9,0.364
Pittosporum tinifolium,,shrub tree,perennial,woody,,,,,,,8.63,,,,,,,,,,
Planchonia careya,,tree,perennial,woody,berry,dry fleshy,AusTraits consensus,,,15,105,106,59.4,44.2,4530,12.8,10.5,4.24,63,30.9,0.501
Millettia pinnata,priority,tree,perennial,woody,legume legume_indehiscent,dry,AusTraits consensus,brown,,25,3700,37.7,86.1,57.4,8750,,15.2,16,43.2,21.8,0.551
Poranthera microphylla,priority,herb,annual perennial,herbaceous,capsule,dry,AusTraits consensus,,,0.15,0.124,33.8,9.44,2.44,6.43,,1.11,0.678,,1.83,
Pseuderanthemum variabile,priority,herb,perennial,herbaceous,capsule,dry,AusTraits consensus,,,0.3,2.02,53.6,37.4,11,1830,,3,,12.2,,
Pseudognaphalium luteoalbum,priority,herb,perennial,herbaceous,achene,dry,AusTraits consensus,brown,,0.55,0.0148,26.5,25.5,4,134,,0.6,0.2,0.548,,
Pteridium esculentum,priority,fern,perennial,herbaceous,,,,,terrestrial,3,,133,937,15.1,1350,13.5,,,,,
Pterocaulon redolens,,herb,perennial,semi-woody,achene,dry,Inferred from fruit type,,,1,,,28.4,10.6,,,,,0.592,,
Rhizophora stylosa,priority,tree,perennial,woody,berry,dry fleshy,AusTraits consensus,,aquatic,20,32700,235.33599715082275,91.7,53.9,,,361,14.1,29,22.6,0.458
Salicornia quinqueflora,priority,herb,perennial,semi-woody,nut,dry,AusTraits consensus,,aquatic,0.5,0.235,,6.72,4.84,1060,,1,1,,,
Scaevola calendulacea,priority,shrub,perennial,woody,,fleshy,new flora data,purple white,,0.4,28.5,,57.7,15.4,,,5.25,3.89,9.17,9.17,
Heptapleurum actinophyllum,,shrub tree,perennial,woody,berry drupe,fleshy,AusTraits consensus,,epiphyte,20,4.25,119,161,72.7,21400,11,5.48,1.41,6.93,22.4,0.399
Schenkia australis,priority,herb,annual,herbaceous,capsule,dry,AusTraits consensus,,,0.4,0.043,,15.4,5.11,250,,,0.3,8.75,,
Schizachyrium fragile,,graminoid,annual,herbaceous,caryopsis,dry,AusTraits consensus,,,0.75,1.75,,44.7,1.73,72,5.65,2.9,,2.9,,
Scleria brownii,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,,,0.8,7.2,,,,,,,,,,
Scleria ciliaris,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,,,1,6.7,,,,,,,,,,
Scleria mackaviensis,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,,,0.3,,,,1.41,,,,,,,
Scolopia braunii,,shrub tree,perennial,woody,berry drupe,fleshy,AusTraits consensus,black red,,30,3.3,95.3,62.8,21.7,1740,,3.87,3,12,12,0.64
Senna gaudichaudii,,shrub tree,perennial,woody,legume,dry,AusTraits consensus,,,11,15.5,,31.6,10.2,,,4.9,3.46,97.4,11.6,
Sesuvium portulacastrum,priority,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.3,0.476,,33.3,5.35,,23,1.5,1.5,8,,
Sida atherophora,,shrub,perennial,woody,,,,,,1,3.5060000000000002,,,,,,,,,,
Sida hackettiana,,shrub,perennial,woody,mericarp,,,,,1.5,1.16,,42.4,,,,,,,3.46,
Solanum ellipticum,,herb,perennial,semi-woody,berry,fleshy,AusTraits consensus,green purple yellow,,1,1.22,162,56,22,847,37,2.77,,16.5,16.6,
Spinifex sericeus,priority,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,brown,,0.6,13.9,532,230,7.22,1570,,200,100,5.5,2.75,
